zona_division_politico_adminisrativa;nombre_zona;nit;dane_anterior;dane_establecimiento;consecutivo_dane;nombre_sede;tipo_sede;comuna;nombre_comuna;nucleo;numero_oficial;prestacion_servicio;sector;zona_sineb;zona_georeferenciado;barrio;vereda;direccion_sede;telefono_sede;ano_registro
6;ZONA SUROCCIDENTAL;811030637-1;205001009797;205001009797;20500100979701;INSTITUCION EDUCATIVA MANUEL J. BETANCUR;PRINCIPAL;80;SAN ANTONIO DE PRADO;937;196;OFICIAL;Oficial;URBANA;Rural;CORREGIMIENTO SAN ANTONIO DE PRADO;Sector Central;CR 81 # 43 SUR 38;3004521901;2022.0
6;ZONA SUROCCIDENTAL;"";205001009754;205001009797;20500100979702;SECCION ESCUELA GUSTAVO RODAS ISAZA;SEDE;80;SAN ANTONIO DE PRADO;937;196;OFICIAL;Oficial;URBANA;Rural;EL VERGEL;Sector Central;CL 48 Sur  66 B 22;3004518612;2022.0
6;ZONA SUROCCIDENTAL;811040224-6;205001009916;205001009916;20500100991601;CENTRO EDUCATIVO EL MANZANILLO;PRINCIPAL;70;ALTAVISTA;935;211;OFICIAL;Oficial;RURAL;Rural;SAN JOSÉ DE LA MONTAÑA;San José del Manzanillo;VDA EL MANZANILLO;3410940;2022.0
6;ZONA SUROCCIDENTAL;"";205001022360;205001009916;20500100991602;CENTRO EDUCATIVO MARIA PAULINA TABORDA;SEDE;70;ALTAVISTA;935;4;OFICIAL;Oficial;RURAL;Rural;EL CORAZÓN EL MORRO;El Corazón El Morro;VDA TRAVESIAS EL CORAZON;4911556;2022.0
6;ZONA SUROCCIDENTAL;"";205001008405;205001009916;20500100991603;CENTRO EDUCATIVO CARLOS MESA SANCHEZ;SEDE;70;ALTAVISTA;935;4;OFICIAL;Oficial;RURAL;Rural;BUGA PATIO BONITO;Buga Patio Bonito;CORREG  ALTA  VISTA;3433980;2022.0
4;ZONA CENTRO OCCIDENTAL;811027312-2;205001010264;205001010264;20500101026401;INSTITUCION EDUCATIVA PRESBITERO JUAN J. ESCOBAR;PRINCIPAL;60;SAN CRISTOBAL;936;190;OFICIAL;Oficial;URBANA;Urbana;CORREGIMIENTO SAN CRISTÓBAL;Cabecera Urbana Corregimiento San Cristobal;CL 62 128 120;4270220/4277152;2022.0
4;ZONA CENTRO OCCIDENTAL;"";205001002628;205001010264;20500101026402;SECCION ESCUELA JUAN NEPOMUCENO MORALES;SEDE;60;SAN CRISTOBAL;936;190;OFICIAL;Oficial;URBANA;Urbana;CORREGIMIENTO SAN CRISTÓBAL;Cabecera Urbana Corregimiento San Cristobal;CL 62    127-6;4270173;2022.0
4;ZONA CENTRO OCCIDENTAL;811035941-9;205001010281;205001010281;20500101028101;INSTITUCION EDUCATIVA ALFONSO UPEGUI OROZCO;PRINCIPAL;60;SAN CRISTOBAL;936;191;OFICIAL;Oficial;RURAL;Rural;ÁREA DE EXPANSIÓN PAJARITO;Area de Expancion Pajarito (Urb.Puerta del Sol);CLL 64B 117 177;4260345;2022.0
7;ZONA RURAL;811017836-7;205001011031;205001011031;20500101103101;INSTITUCION EDUCATIVA SANTA ELENA;PRINCIPAL;90;SANTA ELENA;925;127;OFICIAL;Oficial;RURAL;Rural;SANTA ELENA SECTOR CENTRAL;Santa Elena Sector Central;Kilometro 15 Via Santa Elena;4085106;2022.0
7;ZONA RURAL;"";205001001486;205001011031;20500101103102;SECCION ESCUELA RURAL SANTA ELENA;SEDE;90;SANTA ELENA;925;127;OFICIAL;Oficial;RURAL;Rural;SANTA ELENA SECTOR CENTRAL;Santa Elena Sector Central;CORREG SANTA ELENA-PARTE CENTRAL;5380027;2022.0
6;ZONA SUROCCIDENTAL;811020971-4;205001012534;205001012534;20500101253401;INSTITUCION EDUCATIVA SAN ANTONIO DE PRADO;PRINCIPAL;80;SAN ANTONIO DE PRADO;937;197;OFICIAL;Oficial;URBANA;Urbana;CORREGIMIENTO SAN ANTONIO DE PRADO;Sector Central;CR 79  42 Sur 39;2864285/2869361;2022.0
6;ZONA SUROCCIDENTAL;"";205001014421;205001012534;20500101253402;SECCION ESCUELA MANUEL MARIA MALLARINO;SEDE;80;SAN ANTONIO DE PRADO;937;197;OFICIAL;Oficial;URBANA;Urbana;CORREGIMIENTO SAN ANTONIO DE PRADO;Potrerito;CL 40 sur  75 B 101;2860138;2022.0
6;ZONA SUROCCIDENTAL;"";205001003411;205001012534;20500101253403;SECCION ESCUELA CARLOS BETANCUR BETANCUR;SEDE;80;SAN ANTONIO DE PRADO;937;197;OFICIAL;Oficial;URBANA;Urbana;CORREGIMIENTO SAN ANTONIO DE PRADO;Sector Central;CR 77 Nro 41 sur -2;2860139;2022.0
4;ZONA CENTRO OCCIDENTAL;811030068-0;205001014308;205001014308;20500101430801;CENTRO EDUCATIVO LAS PLAYAS;PRINCIPAL;60;SAN CRISTOBAL;936;212;OFICIAL;Oficial;RURAL;Rural;LAS PALYAS;Las Playas;VDA LAS PLAYAS;4272915;2022.0
4;ZONA CENTRO OCCIDENTAL;"";205001010272;205001014308;20500101430802;CENTRO EDUCATIVO SAGRADO CORAZON;SEDE;60;SAN CRISTOBAL;936;5;OFICIAL;Oficial;RURAL;Rural;LA CUCHILLA;La Cuchilla;VDA LA CUCHILLA;4276317;2022.0
4;ZONA CENTRO OCCIDENTAL;"";205001002245;205001014308;20500101430803;CENTRO EDUCATIVO EL PATIO;SEDE;60;SAN CRISTOBAL;936;5;OFICIAL;Oficial;RURAL;Rural;EL PATIO;El Patio;VDA EL PATIO;4272773;2022.0
6;ZONA SUROCCIDENTAL;811023556-4;205001018745;205001018745;20500101874501;INSTITUCION EDUCATIVA EL LIMONAR;PRINCIPAL;80;SAN ANTONIO DE PRADO;937;198;OFICIAL;Oficial;RURAL;Urbana;EL LIMONAR;"";CL 57 Sur  65-63;3004151575;2022.0
6;ZONA SUROCCIDENTAL;811035980-6;205001019318;205001019318;20500101931801;INSTITUCION EDUCATIVA SAN JOSE OBRERO;PRINCIPAL;80;SAN ANTONIO DE PRADO;937;77;OFICIAL;Oficial;RURAL;Rural;LA FLORIDA;La Florida;CR 85 48 A SUR 51;2860164/2865866 -3004179431;2022.0
6;ZONA SUROCCIDENTAL;"";205001001397;205001019318;20500101931802;SECCION ESCUELA SAN JOSE;SEDE;80;SAN ANTONIO DE PRADO;937;77;OFICIAL;Oficial;RURAL;Rural;CORREGIMIENTO SAN ANTONIO DE PRADO;vereda san jose;CL 64 Sur 67-18;3004169076;2022.0
4;ZONA CENTRO OCCIDENTAL;811017858-9;205001019989;205001019989;20500101998901;CENTRO EDUCATIVO TRAVESIAS EL MORRO;PRINCIPAL;60;SAN CRISTOBAL;936;215;OFICIAL;Oficial;RURAL;Rural;TRAVESÍAS;Travesías;CR 143    68-20-120 EL MORRO;3017465;2022.0
4;ZONA CENTRO OCCIDENTAL;"";205001011651;205001019989;20500101998902;CENTRO EDUCATIVO FABIO ZULUAGA OROZCO;SEDE;60;SAN CRISTOBAL;936;8;OFICIAL;Oficial;RURAL;Rural;LA PALMA;La Palma;VDA LA PALMA;3017465;2022.0
4;ZONA CENTRO OCCIDENTAL;811022893-7;205001021452;205001021452;20500102145201;CENTRO EDUCATIVO PEDREGAL ALTO;PRINCIPAL;60;SAN CRISTOBAL;936;214;OFICIAL;Oficial;RURAL;Rural;PEDREGAL ALTO;Pedregal Alto;CR 121    69-136 VDA PEDREGAL ALTO;3148681036;2022.0
4;ZONA CENTRO OCCIDENTAL;"";205001003195;205001021452;20500102145202;CENTRO EDUCATIVO BOQUERON;SEDE;60;SAN CRISTOBAL;936;7;OFICIAL;Oficial;RURAL;Rural;BOQUERÓN;Boquerón;VDA BOQUERO;3148681036;2022.0
4;ZONA CENTRO OCCIDENTAL;"";205001008464;205001021452;20500102145203;CENTRO EDUCATIVO EL YOLOMBO;SEDE;60;SAN CRISTOBAL;936;7;OFICIAL;Oficial;RURAL;Rural;YOLOMBO;Yolombo;VDA EL YOLOMBO;3148681036;2022.0
4;ZONA CENTRO OCCIDENTAL;"";205001003322;205001021452;20500102145204;CENTRO EDUCATIVO SAN JOSE DE LA MONTAÑA;SEDE;60;SAN CRISTOBAL;936;7;OFICIAL;Oficial;RURAL;Rural;SAN JOSÉ DE LA MONTAÑA;San Jose de la Montaña;CARRETERA  AL MAR KM 14;3148681036;2022.0
6;ZONA SUROCCIDENTAL;901049658-6;205001026624;205001026624;20500102662401;INSTITUCION EDUCATIVA COMPARTIR;PRINCIPAL;80;SAN ANTONIO DE PRADO;937;227;OFICIAL;Oficial;URBANA;Urbana;CORREGIMIENTO SAN ANTONIO DE PRADO;Sector Central;CR 62 Nro 42 D Sur 26;2865591;2022.0
6;ZONA SUROCCIDENTAL;901047614-3;205001026632;205001026632;20500102663201;INSTITUCION EDUCATIVA CORVIDE;PRINCIPAL;80;SAN ANTONIO DE PRADO;937;228;OFICIAL;Oficial;URBANA;Urbana;CORREGIMIENTO SAN ANTONIO DE PRADO;Sector Central;CR 60D # 48 SUR 25;300 418 44 13;2022.0
6;ZONA SUROCCIDENTAL;901049991-4;205001026641;205001026641;20500102664101;INSTITUCION EDUCATIVA PRADITO;PRINCIPAL;80;SAN ANTONIO DE PRADO;937;229;OFICIAL;Oficial;RURAL;Urbana;CORREGIMIENTO SAN ANTONIO DE PRADO;Sector Central;CL 38 A SUR 66 A 137;604 2862832;2022.0
1;ZONA NORORIENTAL;811027248-9;305001004854;305001004854;30500100485401;INSTITUCION EDUCATIVA ALVERNIA;PRINCIPAL;4;ARANJUEZ;917;45;OFICIAL;Oficial;URBANA;Urbana;MIRANDA;0;CL 82 C 50 C 126;2333540/2334296;2022.0
2;ZONA NOROCCIDENTAL;811018864-8;305001007594;305001007594;30500100759401;INSTITUCION EDUCATIVA SANTA JUANA DE LESTONAC;PRINCIPAL;6;DOCE DE OCTUBRE;921;85;CONFESIONES RELIGIOSAS;Oficial;URBANA;Urbana;DOCE DE OCTUBRE No2;0;CR 76 A 103 C 43;4711144;2022.0
1;ZONA NORORIENTAL;811022161-4;305001015287;305001015287;30500101528701;INSTITUCION EDUCATIVA LA CANDELARIA;PRINCIPAL;1;POPULAR;914;11;OFICIAL;Oficial;URBANA;Urbana;Santo Domingo Savio No.1;0;CL 106 32 100;3004145093 - 3004157611;2022.0
1;ZONA NORORIENTAL;"";105001011703;305001015287;30500101528702;SECCION ESCUELA LA ESPERANZA NO.2;SEDE;1;POPULAR;914;11;OFICIAL;Oficial;URBANA;Urbana;La Esperanza No.2;0;CR 29 102 20;3004145093 - 3004157611;2022.0
2;ZONA NOROCCIDENTAL;811040136-6;305001015686;305001015686;30500101568601;INSTITUCION EDUCATIVA MAESTRO ARENAS BETANCUR;PRINCIPAL;5;CASTILLA;920;73;OFICIAL;Oficial;URBANA;Urbana;GIRARDOT;0;CL 98A 65-120;4719328;2022.0
2;ZONA NOROCCIDENTAL;"";105001000191;305001015686;30500101568602;SECCION ESCUELA IMPERIO DEL JAPON;SEDE;5;CASTILLA;920;73;OFICIAL;Oficial;URBANA;Urbana;GIRARDOT;0;CL 101  65 125;2677287;2022.0
2;ZONA NOROCCIDENTAL;"";105001018821;305001015686;30500101568603;SECCION ESCUELA MUNICIPAL CASTILLA;SEDE;5;CASTILLA;920;73;OFICIAL;Oficial;URBANA;Urbana;GIRARDOT;0;CL 100A  66-54;2676475;2022.0
2;ZONA NOROCCIDENTAL;811016855-2;305001016542;305001016542;30500101654201;INSTITUCION EDUCATIVA EL TRIUNFO SANTA TERESA;PRINCIPAL;6;DOCE DE OCTUBRE;921;86;OFICIAL;OFICIAL;URBANA;Urbana;DOCE DE OCTUBRE No1;0;CL 104 D 82 GG 20;471 50 17;2022.0
2;ZONA NOROCCIDENTAL;"";305001020191;305001016542;30500101654202;SECCION ESCUELA EL TRIUNFO;SEDE;6;DOCE DE OCTUBRE;921;86;OFICIAL;OFICIAL;URBANA;Urbana;EL TRIUNFO;0;CL 103 A 86 35;4776954;2022.0
1;ZONA NORORIENTAL;811018605-7;305001018022;305001018022;30500101802201;INSTITUCION EDUCATIVA FE Y ALEGRIA LUIS AMIGO;PRINCIPAL;4;ARANJUEZ;918;52;OFICIAL;Oficial;URBANA;Urbana;MORAVIA;0;CR 58 84 40;3004180326;2022.0
3;ZONA CENTRO ORIENTAL;811021967-9;305001018839;305001018839;30500101883901;INSTITUCION EDUCATIVA MADRE LAURA;PRINCIPAL;9;BUENOS AIRES;926;135;CONFESIONES RELIGIOSAS;Oficial;URBANA;Urbana;CATALUÑA;0;CL 45 22 A 81;2690627;2022.0
3;ZONA CENTRO ORIENTAL;811018664-1;305001019690;305001019690;30500101969001;INSTITUCION EDUCATIVA ARZOBISPO TULIO BOTERO SALAZAR;PRINCIPAL;9;BUENOS AIRES;925;128;OFICIAL;Oficial;URBANA;Urbana;BARRIOS DE JESÚS;0;CL 49 A 03 A 006;2267300;2022.0
3;ZONA CENTRO ORIENTAL;"";105001007901;305001019690;30500101969002;SECCION ESCUELA LAS ESTANCIAS;SEDE;8;VILLA HERMOSA;925;128;OFICIAL;Oficial;URBANA;Urbana;Las Estancias;0;CL 52 4 38;2261590;2022.0
2;ZONA NOROCCIDENTAL;811042295-8;305001022232;305001022232;30500102223201;INSTITUCION EDUCATIVA BARRIO OLAYA HERRERA;PRINCIPAL;7;ROBLEDO;923;107;OFICIAL;Oficial;URBANA;Urbana;Olaya Herrera;0;CR 101 C 58 44;3004939676;2022.0
1;ZONA NORORIENTAL;900344402-9;305001022640;305001022640;30500102264001;INSTITUCION EDUCATIVA EL BOSQUE;PRINCIPAL;4;ARANJUEZ;918;53;OFICIAL;Oficial;URBANA;Urbana;MORAVIA;0;CR 58 85 B 81;5160365;2022.0
1;ZONA NORORIENTAL;890900841-9;105001000094;105001000094;10500100009401;COSMO SCHOOLS - SEDE ARANJUEZ;PRINCIPAL;4;ARANJUEZ;918;0;NO OFICIAL;No Oficial;URBANA;Urbana;ARANJUEZ;0;CR 51 B 91 95;5212929;2022.0
1;ZONA NORORIENTAL;"";105001007919;105001007919;10500100791901;COLEGIO SAGRADA FAMILIA ALDEA PABLO VI;PRINCIPAL;1;POPULAR;914;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;ALDEA PABLO VI;0;CR 30 100 B 30;5290009;2022.0
2;ZONA NOROCCIDENTAL;"";105001010928;105001010928;10500101092801;CENTRO EDUCACIONAL DON BOSCO;PRINCIPAL;5;CASTILLA;920;0;NO OFICIAL;No Oficial;URBANA;Urbana;CASTILLA;0;CR 66 94 42;2374007/2373726;2022.0
5;ZONA SURORIENTAL;"";105001020591;105001020591;10500102059101;CENTRO DE EDUCACION EL ARCA;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL POBLADO;0;CR 35 1 52;3111461;2022.0
3;ZONA CENTRO ORIENTAL;"";105001020605;105001020605;10500102060501;CENTRO EDUCATIVO CARRUSEL DE LA ALEGRIA;PRINCIPAL;8;VILLA HERMOSA;924;0;NO OFICIAL;NO OFICIAL;URBANA;Urbana;Villa Hermosa;0;CR 39 63 A 57;5851963;2022.0
3;ZONA CENTRO ORIENTAL;"";105001024571;105001024571;10500102457101;COLEGIO VIDA Y PAZ SEDE CENTRO;PRINCIPAL;10;LA CANDELARIA;927;0;NO OFICIAL;No Oficial;URBANA;Urbana;PRADO CENTRO;0;CR 50 57 69;5124440;2022.0
3;ZONA CENTRO ORIENTAL;"";305001000000;305001000000;30500100000001;CENTRO EDUCATIVO SAGRADO NIÑO;PRINCIPAL;9;BUENOS AIRES;925;0;NO OFICIAL;No Oficial;URBANA;Urbana;MIRAFLORES;0;CR 22 47 12;2692781;2022.0
1;ZONA NORORIENTAL;890900841-9;305001000034;305001000034;30500100003401;COSMO SCHOOLS - SEDE MANRIQUE;PRINCIPAL;4;ARANJUEZ;917;0;NO OFICIAL;No Oficial;URBANA;Urbana;MANRIQUE CENTRAL No 1;0;CR 45 78 61;2116006;2022.0
5;ZONA SURORIENTAL;"";305001000077;305001000077;30500100007701;EL NUEVO COLEGIO THE NEW SCHOOL;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;RURAL;Urbana;POBLADO;0;KR 9 11 SUR 338;5207270;2022.0
3;ZONA CENTRO ORIENTAL;"";305001000093;305001000093;30500100009301;INSTITUCION EDUCATIVA PRADOS VERDES;PRINCIPAL;10;LA CANDELARIA;927;0;NO OFICIAL;No Oficial;URBANA;Urbana;PRADO CENTRO;0;CR 46 60 09;2542753;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001000174;305001000174;30500100017401;PREESCOLAR HORMIGUITAS LABORIOSAS - SEDE CALASANZ;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;CALASANZ PARTE ALTA;0;CR 82 A 50 A 38;2643767;2022.0
6;ZONA SUROCCIDENTAL;"";305001000212;305001000212;30500100021201;CENTRO INFANTIL CASITA DE ILUSIONES;PRINCIPAL;15;GUAYABAL;933;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA COLINA;0;CL 12B SUR 52 A 46 40;2550436;2022.0
1;ZONA NORORIENTAL;811039430-5;305001000450;305001000450;30500100045001;COLEGIO DE MARIA;PRINCIPAL;4;ARANJUEZ;918;0;NO OFICIAL;No Oficial;URBANA;Urbana;ARANJUEZ;0;CR 51 B 89 01;213 57 26 ;2022.0
3;ZONA CENTRO ORIENTAL;"";305001000611;305001000611;30500100061101;COLEGIO COMPUESTUDIO;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA CANDELARIA;0;CR 45 49 60;5121666;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001003491;305001003491;30500100349101;COLEGIO CALASANZ CAMPESTRE ESCOLAPIAS;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;LOS COLORES;0;CL 53 76 A 130;2961250;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001003505;305001003505;30500100350501;COLEGIO SANTA CLARA DE ASIS;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA CASTELLANA;0;CL 34 B 82 34;322 45 83 - 3148219125;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001003513;305001003513;30500100351301;INSTITUTO COLOMBO VENEZOLANO;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA CASTELLANA;0;CR 84 33 1;2509648;2022.0
5;ZONA SURORIENTAL;890901130-5;305001003599;305001003599;30500100359901;COLEGIO SAN JOSE DE LA SALLE;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;POBLADO;0;CL 9 A 10 101;3220022-4030125-4030124;2022.0
1;ZONA NORORIENTAL;"";305001003629;305001003629;30500100362901;INSTITUTO PEDAGOGICO CLARET;PRINCIPAL;4;ARANJUEZ;917;0;NO OFICIAL;No Oficial;URBANA;Urbana;MANRIQUE CENTRAL No 1;0;CR 46 72 43;2631824;2022.0
6;ZONA SUROCCIDENTAL;890905421-1;305001003696;305001003696;30500100369601;LICEO SAN RAFAEL;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;BELÉN;0;CL 30 A 79 12;296 07 80 - 3017012585;2022.0
6;ZONA SUROCCIDENTAL;"";305001003734;305001003734;30500100373401;INSTITUTO SAN CARLOS;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA GLORIA;0;DG 79 15 123;3423400;2022.0
5;ZONA SURORIENTAL;"";305001003769;305001003769;30500100376901;COLEGIO MARYMOUNT;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL TESORO;0;CL 7 25 64;4310166;2022.0
3;ZONA CENTRO ORIENTAL;"";305001003785;305001003785;30500100378501;COLEGIO MILITAR GENERAL JOSE MARIA CORDOBA;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;BOMBONÁ No1;0;CL 49 40 63;2177348;2022.0
6;ZONA SUROCCIDENTAL;890905980-7;305001003793;305001003793;30500100379301;INSTITUTO SALESIANO PEDRO JUSTO BERRIO;PRINCIPAL;16;BELÉN;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;LAS MERCEDES;0;CR 87 A 32 A 101;4481605 / 3117469499;2022.0
3;ZONA CENTRO ORIENTAL;"";305001003904;305001003904;30500100390401;INSTITUTO ANTIOQUIA Y CIA LTDA;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;BOMBONÁ No1;0;CL 46 41 13;2162174;2022.0
6;ZONA SUROCCIDENTAL;"";305001003947;305001003947;30500100394701;CENTRO EDUCACIONAL CONQUISTADORES;PRINCIPAL;70;ALTAVISTA;934;0;NO OFICIAL;No Oficial;URBANA;Urbana;CORREG. ALTAVISTA;Aguas Frias;AVENIDA AGUAS FRIAS;3413765;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001003955;305001003955;30500100395501;COMUNIDAD COLEGIO JESUS MARIA;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL VELÓDROMO;0;CL 47 D 77 31;4099800;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001003963;305001003963;30500100396301;LICEO SALAZAR Y HERRERA;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;BARRIO CRISTÓBAL;0;CL 42 C 86 17;4600707;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001004161;305001004161;30500100416101;COLEGIO DE LA PRESENTACION - MEDELLIN;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA AMÉRICA;0;CR 84 44 73;6041259-6046761;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001004200;305001004200;30500100420001;COLEGIO CALASANZ;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;CALASANZ;0;CR 82 48 A 120;2642055;2022.0
1;ZONA NORORIENTAL;"";305001004218;305001004218;30500100421801;COLEGIO NUESTRA SEÑORA DE LOURDES;PRINCIPAL;4;ARANJUEZ;917;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;BRASILIA;0;CL 82 50 BB 30;2348789;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001004293;305001004293;30500100429301;COLEGIO DE LA UNIVERSIDAD PONTIFICIA BOLIVARIANA;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;BOLIVARIANA;0;CQ 1 A 70 01;3544501;2022.0
5;ZONA SURORIENTAL;"";305001004315;305001004315;30500100431501;COLEGIO SANTA MARIA DEL ROSARIO;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;LOS BALSOS No.1;0;CL 7 B SUR 29 C 100;2663904;2022.0
3;ZONA CENTRO ORIENTAL;"";305001004404;305001004404;30500100440401;COLEGIO EUCARISTICO DE LA MILAGROSA;PRINCIPAL;9;BUENOS AIRES;926;0;NO OFICIAL;No Oficial;URBANA;Urbana;LA MILAGROSA;0;CR 28 42 62;2692151;2022.0
3;ZONA CENTRO ORIENTAL;"";305001004455;305001004455;30500100445501;COLEGIO SALESIANO EL SUFRAGIO;PRINCIPAL;10;LA CANDELARIA;928;0;NO OFICIAL;No Oficial;URBANA;Urbana;BOSTON;0;CR 39 54 31;2174143 ext 102;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001004498;305001004498;30500100449801;COLEGIO SAN IGNACIO DE LOYOLA;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;SURAMERICANA;0;CL 48 68 98;"604 3204360";2022.0
2;ZONA NOROCCIDENTAL;"";305001004501;305001004501;30500100450101;COLEGIO SAGRADOS CORAZONES;PRINCIPAL;7;ROBLEDO;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;ROBLEDO;0;CR 89 66 91;2640026 ext 103 -3102695535- 3122639096;2022.0
1;ZONA NORORIENTAL;"";305001004528;305001004528;30500100452801;COLEGIO MARIA REINA DEL CARMELO;PRINCIPAL;3;MANRIQUE;916;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;MANRIQUE LAS GRANJAS;0;CR 43 A 85 104;4483299-5202564;2022.0
3;ZONA CENTRO ORIENTAL;900260256-8;305001004544;305001004544;30500100454401;COLEGIO TOMAS CARRASQUILLA;PRINCIPAL;9;BUENOS AIRES;926;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;EL SALVADOR;0;CR 38    42-41;2162583;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001004633;305001004633;30500100463301;INSTITUTO JORGE ROBLEDO;PRINCIPAL;11;LAURELES ESTADIO;929;0;NO OFICIAL;No Oficial;URBANA;Urbana;CARLOS E. RESTREPO;0;CL 51 65 72;2606009;2022.0
5;ZONA SURORIENTAL;"";305001004668;305001004668;30500100466801;COLEGIO PINARES ALTOVERDE;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL CASTILLO;0;CR 35 9 160;2686034;2022.0
3;ZONA CENTRO ORIENTAL;"";305001004811;305001004811;30500100481101;COLEGIO DIVINO SALVADOR;PRINCIPAL;9;BUENOS AIRES;925;0;NO OFICIAL;No Oficial;URBANA;Urbana;MIRAFLORES;0;CR 21 47 86;2697440;2022.0
1;ZONA NORORIENTAL;"";305001004820;305001004820;30500100482001;COLEGIO AGUSTINIANO DE SAN NICOLAS;PRINCIPAL;4;ARANJUEZ;918;0;NO OFICIAL;No Oficial;URBANA;Urbana;BERLÍN;0;CR 48 93 13;5401060;2022.0
1;ZONA NORORIENTAL;"";305001004871;305001004871;30500100487101;COLEGIO PABLO VI;PRINCIPAL;3;MANRIQUE;916;0;COBERTURA CONTRATADA;No Oficial;URBANA;Urbana;MANRIQUE ORIENTAL;0;CR 36    69 30;"3224491";2022.0
6;ZONA SUROCCIDENTAL;"";305001004901;305001004901;30500100490101;COLEGIO SAN JUAN BOSCO;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;GRANADA;0;CL 28 73 01;408 66 66 - 408 83 34;2022.0
3;ZONA CENTRO ORIENTAL;"";305001004943;305001004943;30500100494301;COLEGIO NUESTRA SEÑORA DEL ROSARIO DE CHIQUINQUIRA;PRINCIPAL;9;BUENOS AIRES;925;0;NO OFICIAL;No Oficial;URBANA;Urbana;MIRAFLORES;0;CR 22 A 46 59;4442740;2022.0
6;ZONA SUROCCIDENTAL;"";305001004986;305001004986;30500100498601;COLEGIO DE LA INMACULADA;PRINCIPAL;16;BELÉN;935;0;NO OFICIAL;No Oficial;URBANA;Urbana;SAN BERNARDO;0;CR 76 12 57;3222835;2022.0
4;ZONA CENTRO OCCIDENTAL;"";305001004994;305001004994;30500100499401;COLEGIO SANTA TERESITA;PRINCIPAL;12;LA AMERICA;930;0;NO OFICIAL;No Oficial;URBANA;Urbana;EL DANUBIO;0;CL 44 90 A 22;408 58 12;2022.0
5;ZONA SURORIENTAL;"";305001005036;305001005036;30500100503601;COLEGIO SAN JOSE DE LAS VEGAS;PRINCIPAL;14;POBLADO;932;0;NO OFICIAL;No Oficial;URBANA;Urbana;AV LAS VEGAS;0;CR 48 7 S 52;4446008/1;2022.0
2;ZONA NOROCCIDENTAL;"";305001005044;305001005044;30500100504401;INSTITUTO FERRINI - SEDE CALASANZ;PRINCIPAL;12;LA AMERICA;923;0;NO OFICIAL;No Oficial;URBANA;Urbana;CALASANZ;0;CL 51 A 81 B 33;2646464;2022.0
